category,question,answer,source
이용내역 안내,고객의 카드는 연회비를 납부하고 실적을 채우면 바우처 혜택을 받을 수 있어?,응.,AIHub(하나카드)/25303
이용내역 안내,고객의 카드는 왜 발급 방지 등재되었어?,금융감독원의 내 개인 정보 노출 때문이야.,AIHub(하나카드)/25164
이용내역 안내,고객의 카드는 왜 자동 갱신되었지?,기존 사용하던 카드의 유효 기간이 만료되었기 때문이다.,AIHub(하나카드)/24895
이용내역 안내,고객의 카드는 웰스 렌털 요금 자동이체를 등록하면 카드 실적과 상관없이 할인받을 수 있어?,"아니, 일정 금액 이상 충족돼야 할인이 적용돼.",AIHub(하나카드)/24649
이용내역 안내,고객의 카드는 쿠팡 결제 시 10% 할인 혜택이 있는 카드인가?,"예, 쿠팡 결제 시 10% 할인 혜택이 있는 카드입니다.",AIHub(하나카드)/22425
이용내역 안내,고객의 카드는 해외 어느 장소에서도 사용 가능합니까?,아니요.,AIHub(하나카드)/25023
이용내역 안내,고객의 카드는 현재 해지 절차가 이루어지지 않은 상태야?,"아니, 정상적으로 해지가 완료된 상태야.",AIHub(하나카드)/26803
이용내역 안내,고객의 카드들은 한도가 각각 적용돼?,"아니, 통합 한도로 적용돼.",AIHub(하나카드)/27295
이용내역 안내,고객의 카드로 10월 20일 한국정보통신에서 결제된 금액이 얼마야?,10만 원,AIHub(하나카드)/23622
이용내역 안내,고객의 카드로 11월 11일에 승인 된 금액은 얼마야?,"99,000원",AIHub(하나카드)/25535
이용내역 안내,고객의 카드로 2022년에 결제된 내역은 몇 개야?,1개,AIHub(하나카드)/27295
이용내역 안내,고객의 카드로 보험료가 결제되지 않은 이유가 뭐야?,카드의 한도가 초과해서 승인 처리가 되지 않았어.,AIHub(하나카드)/25084
이용내역 안내,고객의 카드로 언제 엔에이치앤 캐시피에서 정상 결제가 됐어?,토요일 아침,AIHub(하나카드)/24210
이용내역 안내,고객의 카드로 웰컴페이먼츠라는 가맹점에서 오늘 얼마가 결제되었나요?,"25,000원이 결제되었습니다.",AIHub(하나카드)/21845
이용내역 안내,고객의 카드로 일시불 결제가 진행된 인터넷 쇼핑몰 사이트의 이름은 무엇인가요?,아이디어스,AIHub(하나카드)/21371
이용내역 안내,고객의 카드로 한빛 정형외과에서 결제된 금액은 얼마야?,"53,000원",AIHub(하나카드)/27283
이용내역 안내,고객의 카드로 홈쇼핑에서 일시불 결제된 금액은 얼마야?,"23,900원",AIHub(하나카드)/22408
이용내역 안내,고객의 카드를 해외에서도 이용할 수 있는 이유가 뭐야?,고객의 카드 종류가 마스터 브랜드 카드이기 때문이야.,AIHub(하나카드)/25159
이용내역 안내,고객의 카드에 등록된 은행의 이름은 무엇인가요?,고객의 카드에 등록된 은행의 이름은 포도은행입니다.,AIHub(하나카드)/24620
이용내역 안내,고객의 카드에 연결되어 있는 결제 계좌은행 이름은 뭐야?,행복은행,AIHub(하나카드)/25412
이용내역 안내,고객의 카드에 연결된 자동이체 항목이 없었나요?,"아니요, 상담사가 승인 내역으로 확인 한 결과, 고객의 카드에 통신 요금, 캐롯 손해보험, 쿠팡 세 가지 항목이 자동 이체로 연결되어 있었습니다.",AIHub(하나카드)/25120
이용내역 안내,고객의 카드에서 매월 고정적으로 빠져나가는 금액은 정확히 얼마야?,"316,000원",AIHub(하나카드)/24649
이용내역 안내,고객의 카드에서 이번 달에 연회비가 빠져나갔나요?,아니요.,AIHub(하나카드)/24438
이용내역 안내,고객의 카드에서 자동이체 결제가 왜 중단된 거지?,카드를 재발급 받은 뒤에 바뀐 번호로 등록하지 않았기 때문이야.,AIHub(하나카드)/23910
이용내역 안내,고객의 카드에서 정기적으로 결제되고 있던 건의 업체명은 뭐야?,풀무원 녹색,AIHub(하나카드)/22172
이용내역 안내,고객의 카드에서 최근 결제 취소 내역이 있었나요?,"아니요, 현재 확인된 내용으로는 결제 취소 내역이 없습니다.",AIHub(하나카드)/24934
이용내역 안내,고객의 카드에서 해당 선교센터로 매달 얼마씩 나가고 있어?,"20,000원",AIHub(하나카드)/22938
이용내역 안내,고객의 카드와 연결된 카드 이체 건은 무엇입니까?,케이티 유선 상품과 케이티 통신 요금입니다.,AIHub(하나카드)/26154
이용내역 안내,고객의 통신 요금에 포함된 내역은 어디서 확인 가능합니까?,통신사,AIHub(하나카드)/25011
이용내역 안내,고객의 통신 요금은 카드 자동 이체를 통해 빠져나가고 있지?,응.,AIHub(하나카드)/23747
이용내역 안내,고객의 통신비 자동 납부에 관한 요청은 왜 승인 거절 처리되었어?,연결 계좌에 잔고가 없었기 때문이다.,AIHub(하나카드)/25197
이용내역 안내,고객의 통신요금은 왜 결제되지 않았어?,자동이체 등록된 카드가 분실정지 상태이기 때문이야.,AIHub(하나카드)/27170
이용내역 안내,고객의 통신요금은 왜 할인되지 않았어?,실적이 채워지지 않아서,AIHub(하나카드)/25412
이용내역 안내,고객의 특정 카드는 한 달에 얼마 이상 사용해야 정수기 렌탈 요금에서 일만 원의 혜택을 받을 수 있습니까?,삼십만 원,AIHub(하나카드)/24970
이용내역 안내,고객의 티머니 교통카드 보증금은 실제로 청구되는 금액인가요?,아니요.,AIHub(하나카드)/24049
이용내역 안내,고객의 티머니 보증금은 얼마인가요?,7만 원,AIHub(하나카드)/23141
이용내역 안내,고객의 포인트는 상담원이 조회한 결과 몇 점 정도 있었어?,"25,000점",AIHub(하나카드)/25308
이용내역 안내,고객의 할부 건은 월마다 어떻게 사용 실적에 반영됩니까?,고객의 할부 건은 할부 개월 별로 사용 실적에 반영되는 것이 아니라 결제한 달에 전체 금액이 포함됩니다.,AIHub(하나카드)/25020
이용내역 안내,고객의 할부 결제 중 무이자가 적용되는 건 몇 번이야?,두 번,AIHub(하나카드)/27285
이용내역 안내,고객의 할부 금액 건은 사용 실적에 포함됩니까?,네.,AIHub(하나카드)/25020
이용내역 안내,고객의 할부 이자는 몇 퍼센트야?,5.3%,AIHub(하나카드)/21138
이용내역 안내,고객의 할부 잔여 원금은 총 얼마인가?,여러 건의 할부 원금 합계,AIHub(하나카드)/22445
이용내역 안내,고객의 할부금액은 몇 회차에 걸쳐서 납부하게 될 예정이지?,2회차,AIHub(하나카드)/200276
이용내역 안내,고객의 해당 카드는 전산상에서 정상으로 등록되어 있어?,응.,AIHub(하나카드)/24702
이용내역 안내,고객의 핸드폰 요금 결제 지난달에 왜 안 되었나요?,카드 한도가 초과되어 결제가 되지 않았습니다.,AIHub(하나카드)/20920
이용내역 안내,고객의 현재 카드 등급은 무엇입니까?,클래식 등급,AIHub(하나카드)/22368
이용내역 안내,고객의 환급이 지연되는 이유는 전표가 접수되지 않아서인가요?,예.,AIHub(하나카드)/23886
이용내역 안내,고객의 환불 금액은 별도로 입금이 되었어?,아니.,AIHub(하나카드)/21586
이용내역 안내,고객의 후불 교통 대금 이용은 티머니 앱을 통해서 해지할 수 있어?,응.,AIHub(하나카드)/22279
이용내역 안내,"고객의 후불 교통 요금이 청구될 때 티머니로 결제된 50,000원도 같이 청구돼?","아니, 실제로 이용한 교통 요금만 청구돼.",AIHub(하나카드)/27297
이용내역 안내,고객의 후불 교통 이용 금액이 이번 달 명세서에 포함되어 있나요?,"예, 후불 교통 이용 금액이 명세서에 포함되어 청구되었습니다.",AIHub(하나카드)/23833
이용내역 안내,고객의 후불 교통 카드 이용 내역 중 버스를 이용한 내역이 있어?,아니.,AIHub(하나카드)/23978
이용내역 안내,고객의 휴대폰 할부금 문의는 어디에 해야 합니까?,휴대폰 구매처,AIHub(하나카드)/25090
이용내역 안내,고객이 100만 원을 12개월 할부로 결제할 경우 수수료 적용이 어떻게 된다고 했지?,15.9% 적용된다고 했어.,AIHub(하나카드)/22989
이용내역 안내,"고객이 10월 16일 안과에서 사용한 금액은 20,000원입니까?",네.,AIHub(하나카드)/27207
이용내역 안내,고객이 12월에 마지막으로 교통비를 카드로 지출한 것은 12월 20일이야?,"응, 12월 20일이 마지막이야.",AIHub(하나카드)/25204
이용내역 안내,고객이 30만 원 가량을 결제한 장소는 어디인가요?,김해 신세계 백화점 문화센터입니다.,AIHub(하나카드)/25192
이용내역 안내,고객이 3월 내내 사용한 카드 대금은 언제 납부가 이루어져?,4월 14일에 납부가 이루어진다.,AIHub(하나카드)/25202
이용내역 안내,고객이 5월 12일에 결제한 총금액은 얼마야?,67만 원,AIHub(하나카드)/24118
이용내역 안내,고객이 5월 4일 약국에서 쓴 돈은 원래 5월에 청구되어야 했을 금액이야?,"아니, 원래 6월에 청구되어야 할 금액이야.",AIHub(하나카드)/24691
이용내역 안내,고객이 5월 5일 3만 원을 결제한 매장의 이름은 뭐야?,행복약국,AIHub(하나카드)/25397
이용내역 안내,고객이 5월 5일 쿠팡에서 취소한 건은 정상적으로 처리됐나요?,"네, 정상적으로 취소가 완료되었습니다.",AIHub(하나카드)/24892
이용내역 안내,"고객이 690,000원을 내야 하는 날짜는 언제야?",4월 25일,AIHub(하나카드)/20865
이용내역 안내,고객이 6월 12일에 납부할 금액은 70만 원보다 많아질 수도 있어?,응.,AIHub(하나카드)/25400
이용내역 안내,고객이 6월 2일에 결제한 금액은 얼마야?,20만 원,AIHub(하나카드)/24693
이용내역 안내,고객이 8월 12일에 할부로 결제한 금액은 얼마인가요?,12만 원입니다.,AIHub(하나카드)/22575
이용내역 안내,"고객이 9개월 할부에 대해 문의했을 때, 상담원은 뭐라고 설명했지?","상담원은 9개월 할부의 경우 첫 3개월은 이자를 납부하고, 나머지 6개월은 무이자가 적용된다고 알려줬어.",AIHub(하나카드)/23918
이용내역 안내,고객이 9월에 발급받은 카드는 코웨이 자동납부가 신청되어 있어?,응.,AIHub(하나카드)/24710
이용내역 안내,고객이 가나다 카드를 연장하지 않는다면 언제 해지 돼?,2024년 12월에 해지된다.,AIHub(하나카드)/24907
이용내역 안내,고객이 가맹점에 카드 결제 취소 요청을 한 지 얼마나 지났지?,일주일,AIHub(하나카드)/21159
이용내역 안내,고객이 가맹점에서 카드 결제를 하면 영수증이 카드사로 접수되기까지 얼마나 걸리지?,평일 기준으로 2일에서 3일 정도 걸려.,AIHub(하나카드)/21165
이용내역 안내,고객이 가장 최근에 이용한 현금서비스 건은 언제니?,지난 달,AIHub(하나카드)/26105
이용내역 안내,고객이 가장 최근에 해외에서 결제한 것은 언제인가요?,어제입니다.,AIHub(하나카드)/25487
이용내역 안내,고객이 결제 계좌를 변경한 시기는 언제인가?,지난 주,AIHub(하나카드)/22787
이용내역 안내,고객이 결제 내역 확인을 요청한 건은 해외 어디에서 결제된 건이야?,주유소,AIHub(하나카드)/21898
이용내역 안내,고객이 결제 내역 확인을 요청한 교통 요금은 어디에서 결제된 거야?,고속도로,AIHub(하나카드)/22458
이용내역 안내,고객이 결제 내역을 확인하고자 하는 날짜는 언제야?,12월 12일,AIHub(하나카드)/21182
이용내역 안내,고객이 결제 누적 금액이 고객이 실 사용한 금액보다 많다고 한 이유는 무엇입니까?,고객이 사용한 일시불 건과 휴대폰 할부 건이 같이 표기되어서 입니다.,AIHub(하나카드)/25090
이용내역 안내,고객이 결제 대금을 이월하게 되면 이용 명세서에 뭐가 표시돼?,수수료,AIHub(하나카드)/26877
이용내역 안내,고객이 결제 방법으로 문의한 대안적인 방식은 무엇인가?,가상계좌 입금,AIHub(하나카드)/21104
이용내역 안내,고객이 결제 방법을 바꾸지 않은 이유는 무엇입니까?,무이자 할부가 되지 않아서,AIHub(하나카드)/25982
이용내역 안내,고객이 결제 부분 취소를 신청한 가맹점 이름이 뭐야?,네이버 페이,AIHub(하나카드)/25284
이용내역 안내,고객이 결제 승인을 받기 위해 연락해야 할 곳은 어디인가?,학교 행정처,AIHub(하나카드)/21598
이용내역 안내,고객이 결제 승인을 하고 얼마 이상 카드사로 전표가 매입되지 않으면 결제가 자동 취소 처리가 되지?,열흘,AIHub(하나카드)/22233
